기업명: KB금융
기업 고유번호: 00688996
사업연도: 2025
보고서 코드: 11011
재무제표 구분: CFS

[재무상태표 (BS)]
----------------------------------------------------------------------------------------------------
계정명                                                    당기 금액                    전기 금액
회계정책의 변경에 따른 증가(감소)                          0                        0
회계정책의 변경에 따른 증가(감소)                          0                        0
회계정책의 변경에 따른 증가(감소)                          0                        0
수정 후 금액                              36,870,759,000,000       34,847,308,000,000
수정 후 금액                               5,480,732,000,000        4,701,073,000,000
수정 후 금액                              31,390,027,000,000       30,146,235,000,000
수정 후 금액                              17,226,335,000,000       16,905,741,000,000
수정 후 금액                               1,823,882,000,000        1,524,559,000,000
수정 후 금액                              16,602,671,000,000       16,580,903,000,000
수정 후 금액                              -1,200,218,000,000       -1,199,721,000,000
수정 후 금액                              -2,465,372,000,000       -1,690,400,000,000
수정 후 금액                              15,123,678,000,000       13,425,508,000,000
수정 후 금액                               1,505,386,000,000        1,505,386,000,000
금융상품 재지정 효과 (사업모형 ...                         0                        0
금융상품 재지정 효과 (사업모형 ...                         0                        0
금융상품 재지정 효과 (사업모형 ...                         0                        0
금융상품 재지정 효과 (사업모형 ...                         0                        0
금융상품 재지정 효과 (사업모형 ...                         0                        0
금융상품 재지정 효과 (사업모형 ...                         0                        0
금융상품 재지정 효과 (사업모형 ...                         0                        0
금융상품 재지정 효과 (사업모형 ...                         0                        0
금융상품 재지정 효과 (사업모형 ...                         0                        0
금융상품 재지정 효과 (사업모형 ...                         0                        0
연차배당                                    -904,312,000,000         -828,184,000,000
연차배당                                    -149,312,000,000         -128,184,000,000
연차배당                                    -755,000,000,000         -700,000,000,000
연차배당                                                   0                        0
연차배당                                                   0                        0
연차배당                                                   0                        0
연차배당                                                   0                        0
연차배당                                                   0                        0
연차배당                                    -755,000,000,000         -700,000,000,000
연차배당                                                   0                        0
신종자본증권 분배금                         -180,466,000,000         -132,101,000,000
신종자본증권 분배금                         -103,450,000,000          -62,899,000,000
신종자본증권 분배금                          -77,016,000,000          -69,202,000,000
신종자본증권 분배금                                        0                        0
신종자본증권 분배금                                        0                        0
신종자본증권 분배금                                        0                        0
신종자본증권 분배금                                        0                        0
신종자본증권 분배금                                        0                        0
신종자본증권 분배금                          -77,016,000,000          -69,202,000,000
신종자본증권 분배금                                        0                        0
종속기업 신종자본증권 외부매각               513,552,000,000                        0
종속기업 신종자본증권 외부매각               499,932,000,000                        0
종속기업 신종자본증권 외부매각                13,620,000,000                        0
종속기업 신종자본증권 외부매각                13,620,000,000                        0
종속기업 신종자본증권 외부매각                             0                        0
종속기업 신종자본증권 외부매각                13,552,000,000                        0
종속기업 신종자본증권 외부매각                    68,000,000                        0
종속기업 신종자본증권 외부매각                             0                        0
종속기업 신종자본증권 외부매각                             0                        0
종속기업 신종자본증권 외부매각                             0                        0
종속기업 자기주식 취득                       -48,747,000,000          -51,532,000,000
종속기업 자기주식 취득                       -64,966,000,000          -73,300,000,000
종속기업 자기주식 취득                        16,219,000,000           21,768,000,000
종속기업 자기주식 취득                        16,219,000,000           21,768,000,000
종속기업 자기주식 취득                                     0                        0
종속기업 자기주식 취득                        16,219,000,000           21,768,000,000
종속기업 자기주식 취득                                     0                        0
종속기업 자기주식 취득                                     0                        0
종속기업 자기주식 취득                                     0                        0
종속기업 자기주식 취득                                     0                        0
신종자본증권 발행                            758,586,000,000        1,097,921,000,000
신종자본증권 발행                            399,397,000,000          599,095,000,000
신종자본증권 발행                            359,189,000,000          498,826,000,000
신종자본증권 발행                            359,189,000,000          498,826,000,000
신종자본증권 발행                            359,189,000,000          498,861,000,000
신종자본증권 발행                                          0                        0
신종자본증권 발행                                          0              -35,000,000
신종자본증권 발행                                          0                        0
신종자본증권 발행                                          0                        0
신종자본증권 발행                                          0                        0
신종자본증권 상환                                          0         -200,000,000,000
신종자본증권 상환                                          0                        0
신종자본증권 상환                                          0         -200,000,000,000
신종자본증권 상환                                          0         -200,000,000,000
신종자본증권 상환                                          0         -199,538,000,000
신종자본증권 상환                                          0                        0
신종자본증권 상환                                          0             -462,000,000
신종자본증권 상환                                          0                        0
신종자본증권 상환                                          0                        0
신종자본증권 상환                                          0                        0
종속기업 유상증자                             -1,062,000,000                        0
종속기업 유상증자                                          0                        0
종속기업 유상증자                             -1,062,000,000                        0
종속기업 유상증자                             -1,062,000,000                        0
종속기업 유상증자                                          0                        0
종속기업 유상증자                                          0                        0
종속기업 유상증자                             -1,062,000,000                        0
종속기업 유상증자                                          0                        0
종속기업 유상증자                                          0                        0
종속기업 유상증자                                          0                        0
신종자본증권상환손익 상각                                  0                        0
신종자본증권상환손익 상각                                  0                        0
신종자본증권상환손익 상각                                  0                        0
신종자본증권상환손익 상각                        989,000,000                        0
신종자본증권상환손익 상각                                  0                        0
신종자본증권상환손익 상각                                  0                        0
신종자본증권상환손익 상각                        989,000,000                        0
신종자본증권상환손익 상각                                  0                        0
신종자본증권상환손익 상각                       -989,000,000                        0
신종자본증권상환손익 상각                                  0                        0
종속기업 지분변동차이                           -124,000,000            3,361,000,000
종속기업 지분변동차이                        -48,890,000,000            3,361,000,000
종속기업 지분변동차이                         48,766,000,000                        0
종속기업 지분변동차이                         48,766,000,000                        0
종속기업 지분변동차이                                      0                        0
종속기업 지분변동차이                         48,766,000,000                        0
종속기업 지분변동차이                                      0                        0
종속기업 지분변동차이                                      0                        0
종속기업 지분변동차이                                      0                        0
종속기업 지분변동차이                                      0                        0
기타잉여금 변동                                            0               -3,000,000
기타잉여금 변동                                            0                        0
기타잉여금 변동                                            0               -3,000,000
기타잉여금 변동                                            0                        0
기타잉여금 변동                                            0                        0
기타잉여금 변동                                            0                        0
기타잉여금 변동                                            0                        0
기타잉여금 변동                                            0                        0
기타잉여금 변동                                            0               -3,000,000
기타잉여금 변동                                            0                        0
현금흐름위험회피평가손익                    -394,372,000,000           64,623,000,000
현금흐름위험회피평가손익                                   0                        0
현금흐름위험회피평가손익                    -394,372,000,000           64,623,000,000
현금흐름위험회피평가손익                                   0                        0
현금흐름위험회피평가손익                                   0                        0
현금흐름위험회피평가손익                                   0                        0
현금흐름위험회피평가손익                                   0                        0
현금흐름위험회피평가손익                    -394,372,000,000           64,623,000,000
현금흐름위험회피평가손익                                   0                        0
현금흐름위험회피평가손익                                   0                        0
당기손익- 공정가치 측정 지정 금...             8,711,000,000            2,260,000,000
당기손익- 공정가치 측정 지정 금...             3,274,000,000            1,001,000,000
당기손익- 공정가치 측정 지정 금...             5,437,000,000            1,259,000,000
당기손익- 공정가치 측정 지정 금...                         0                        0
당기손익- 공정가치 측정 지정 금...                         0                        0
당기손익- 공정가치 측정 지정 금...                         0                        0
당기손익- 공정가치 측정 지정 금...                         0                        0
당기손익- 공정가치 측정 지정 금...             5,437,000,000            1,259,000,000
당기손익- 공정가치 측정 지정 금...                         0                        0
당기손익- 공정가치 측정 지정 금...                         0                        0
기타포괄손익-공정가치 측정 금융...          -763,790,000,000          836,430,000,000
기타포괄손익-공정가치 측정 금융...            33,049,000,000           12,153,000,000
기타포괄손익-공정가치 측정 금융...          -796,839,000,000          824,277,000,000
기타포괄손익-공정가치 측정 금융...                         0                        0
기타포괄손익-공정가치 측정 금융...                         0                        0
기타포괄손익-공정가치 측정 금융...                         0                        0
기타포괄손익-공정가치 측정 금융...                         0                        0
기타포괄손익-공정가치 측정 금융...          -796,839,000,000          824,277,000,000
기타포괄손익-공정가치 측정 금융...                         0                        0
기타포괄손익-공정가치 측정 금융...                         0                        0
기타포괄손익-공정가치 측정 지분...            14,634,000,000           13,703,000,000
기타포괄손익-공정가치 측정 지분...               492,000,000               -1,000,000
기타포괄손익-공정가치 측정 지분...            14,142,000,000           13,704,000,000
기타포괄손익-공정가치 측정 지분...                         0                        0
기타포괄손익-공정가치 측정 지분...                         0                        0
기타포괄손익-공정가치 측정 지분...                         0                        0
기타포괄손익-공정가치 측정 지분...                         0                        0
기타포괄손익-공정가치 측정 지분...               676,000,000               -1,000,000
기타포괄손익-공정가치 측정 지분...            13,466,000,000           13,705,000,000
기타포괄손익-공정가치 측정 지분...                         0                        0
해외사업환산손익                             -30,701,000,000          206,560,000,000
해외사업환산손익                             -15,710,000,000           71,237,000,000
해외사업환산손익                             -14,991,000,000          135,323,000,000
해외사업환산손익                                           0                        0
해외사업환산손익                                           0                        0
해외사업환산손익                                           0                        0
해외사업환산손익                                           0                        0
해외사업환산손익                             -14,991,000,000          135,323,000,000
해외사업환산손익                                           0                        0
해외사업환산손익                                           0                        0
재보험계약금융손익                            -6,640,000,000           25,964,000,000
재보험계약금융손익                                         0                        0
재보험계약금융손익                            -6,640,000,000           25,964,000,000
재보험계약금융손익                                         0                        0
재보험계약금융손익                                         0                        0
재보험계약금융손익                                         0                        0
재보험계약금융손익                                         0                        0
재보험계약금융손익                            -6,640,000,000           25,964,000,000
재보험계약금융손익                                         0                        0
재보험계약금융손익                                         0                        0
확정급여제도의 재측정요소                    -34,664,000,000         -169,255,000,000
확정급여제도의 재측정요소                    -16,979,000,000          -17,603,000,000
확정급여제도의 재측정요소                    -17,685,000,000         -151,652,000,000
확정급여제도의 재측정요소                                  0                        0
확정급여제도의 재측정요소                                  0                        0
확정급여제도의 재측정요소                                  0                        0
확정급여제도의 재측정요소                                  0                        0
확정급여제도의 재측정요소                    -17,685,000,000         -151,652,000,000
확정급여제도의 재측정요소                                  0                        0
확정급여제도의 재측정요소                                  0                        0
보험계약금융손익                           1,076,598,000,000       -1,675,357,000,000
보험계약금융손익                                           0                        0
보험계약금융손익                           1,076,598,000,000       -1,675,357,000,000
보험계약금융손익                                           0                        0
보험계약금융손익                                           0                        0
보험계약금융손익                                           0                        0
보험계약금융손익                                           0                        0
보험계약금융손익                           1,076,598,000,000       -1,675,357,000,000
보험계약금융손익                                           0                        0
보험계약금융손익                                           0                        0
관계기업투자자산평가손익                        -899,000,000              743,000,000
관계기업투자자산평가손익                        -217,000,000              151,000,000
관계기업투자자산평가손익                        -682,000,000              592,000,000
관계기업투자자산평가손익                                   0                        0
관계기업투자자산평가손익                                   0                        0
관계기업투자자산평가손익                                   0                        0
관계기업투자자산평가손익                                   0                        0
관계기업투자자산평가손익                        -682,000,000              592,000,000
관계기업투자자산평가손익                                   0                        0
관계기업투자자산평가손익                                   0                        0
당기순이익                                 3,028,546,000,000        2,828,318,000,000
당기순이익                                   517,356,000,000          374,648,000,000
당기순이익                                 2,511,190,000,000        2,453,670,000,000
당기순이익                                                 0                        0
당기순이익                                                 0                        0
당기순이익                                                 0                        0
당기순이익                                                 0                        0
당기순이익                                                 0                        0
당기순이익                                 2,511,190,000,000        2,453,670,000,000
당기순이익                                                 0                        0
자본총계                                  39,905,609,000,000       36,870,759,000,000
자본총계                                   6,534,708,000,000        5,480,732,000,000
자본총계                                  33,370,901,000,000       31,390,027,000,000
자본총계                                  17,664,056,000,000       17,226,335,000,000
자본총계                                   2,183,071,000,000        1,823,882,000,000
자본총계                                  16,681,208,000,000       16,602,671,000,000
자본총계                                  -1,200,223,000,000       -1,200,218,000,000
자본총계                                  -2,613,870,000,000       -2,465,372,000,000
자본총계                                  16,815,329,000,000       15,123,678,000,000
자본총계                                   1,505,386,000,000        1,505,386,000,000


==============================================================================================================
[은행 재무비율 Smoke Test]
==============================================================================================================
기업명: KB금융
고유번호: 00688996
사업연도: 2025
보고서 코드: 11011
재무제표 구분: CFS

[1. 원본 재무제표 조회]
------------------------------------------------------------
조회 행 수: 349

[2. 은행 주요 계정 selector]
--------------------------------------------------------------------------------------------------------------
KEY                             재무제표      선택 계정명                          당기                전기                
--------------------------------------------------------------------------------------------------------------
total_assets                    BS        자산총계                            797,923,033,000,000757,845,532,000,000
total_liabilities               BS        부채총계                            737,093,044,000,000698,030,351,000,000
total_equity                    BS        자본총계                            60,829,989,000,00059,815,181,000,000
cash_and_deposits               BS        현금 및 예치금                        34,776,877,000,00029,869,111,000,000
loans                           BS        상각후원가 측정 대출채권                   491,978,044,000,000472,071,840,000,000
fvpl_assets                     BS        당기손익-공정가치 측정 금융자산               89,862,530,000,00079,450,093,000,000
fvoci_assets                    -         NOT FOUND                       -                 -                 
amortized_cost_securities       -         NOT FOUND                       -                 -                 
derivative_assets               BS        파생상품자산                          8,178,056,000,000 11,730,767,000,000
deposits                        BS        예수부채                            462,397,026,000,000435,687,897,000,000
borrowings                      BS        차입부채                            70,728,396,000,00068,077,012,000,000
bonds                           BS        사채                              80,049,270,000,00076,171,257,000,000
fvpl_liabilities                BS        당기손익-공정가치 측정 금융부채               11,320,590,000,00010,720,231,000,000
derivative_liabilities          BS        파생상품부채                          8,234,289,000,000 11,783,494,000,000
net_interest_income             CIS       순이자손익                           13,073,093,000,00012,826,714,000,000
net_fee_income                  CIS       순수수료손익                          4,098,287,000,000 3,849,627,000,000 
credit_loss                     CIS       신용손실충당금 (전)환입액                  2,362,878,000,000 2,044,286,000,000 
net_income                      CIS       당기순이익                           5,840,715,000,000 5,028,606,000,000 
operating_profit                CIS       영업이익                            8,517,711,000,000 8,045,261,000,000 

[3. 은행 재무비율 계산]
--------------------------------------------------------------------------------
BANK_ROA                            총자산이익률(은행)                  0.7508%
BANK_ROE                            자기자본이익률(은행)                 9.6825%
BANK_NET_INTEREST_ASSET_RATIO       순이자손익/평균자산                  1.6806%
BANK_NET_FEE_ASSET_RATIO            순수수료손익/평균자산                 0.5269%
BANK_LOAN_ASSET_RATIO               대출채권(등) 비중                  61.6573%
BANK_DEPOSIT_LIABILITY_RATIO        예수부채 비중                     62.7325%
BANK_BORROWING_LIABILITY_RATIO      차입부채 비중                     9.5956%
BANK_CREDIT_COST_RATIO              신용손실비용/평균대출채권(등)            0.4902%

[4. 결과 요약]
------------------------------------------------------------
계산 대상 비율: 8
계산 성공: 8
계산 불가: 0
모든 은행 재무비율이 계산되었습니다.

==============================================================================================================
[은행 재무비율 Smoke Test]
==============================================================================================================
기업명: 신한지주
고유번호: 00382199
사업연도: 2025
보고서 코드: 11011
재무제표 구분: CFS

[1. 원본 재무제표 조회]
------------------------------------------------------------
조회 행 수: 427

[2. 은행 주요 계정 selector]
--------------------------------------------------------------------------------------------------------------
KEY                             재무제표      선택 계정명                          당기                전기                
--------------------------------------------------------------------------------------------------------------
total_assets                    BS        자산총계                            786,013,485,000,000739,764,256,000,000
total_liabilities               BS        부채총계                            725,641,161,000,000680,943,223,000,000
total_equity                    BS        자본총계                            60,372,324,000,00058,821,033,000,000
cash_and_deposits               BS        현금 및 상각후원가측정예치금                 39,742,605,000,00040,525,712,000,000
loans                           BS        상각후원가측정대출채권                     464,773,880,000,000449,295,238,000,000
fvpl_assets                     BS        당기손익-공정가치측정금융자산                 78,053,377,000,00072,146,845,000,000
fvoci_assets                    BS        기타포괄손익-공정가치측정유가증권               103,216,950,000,00093,805,369,000,000
amortized_cost_securities       BS        상각후원가측정유가증권                     31,944,368,000,00033,315,999,000,000
derivative_assets               BS        파생상품자산                          7,153,950,000,000 10,279,257,000,000
deposits                        BS        예수부채                            447,648,971,000,000422,781,045,000,000
borrowings                      BS        차입부채                            55,394,834,000,00049,920,373,000,000
bonds                           BS        사채                              92,991,422,000,00093,765,854,000,000
fvpl_liabilities                BS        당기손익-공정가치측정금융부채                 2,312,487,000,000 954,899,000,000   
derivative_liabilities          BS        파생상품부채                          7,020,846,000,000 10,058,532,000,000
net_interest_income             CIS       순이자손익                           11,694,456,000,00011,402,302,000,000
net_fee_income                  CIS       순수수료손익                          2,921,211,000,000 2,714,874,000,000 
credit_loss                     CIS       신용손실충당금 전입액                     2,002,965,000,000 2,013,274,000,000 
net_income                      CIS       당기순이익                           5,084,519,000,000 4,558,170,000,000 
operating_profit                CIS       영업이익                            7,023,357,000,000 6,458,670,000,000 

[3. 은행 재무비율 계산]
--------------------------------------------------------------------------------
BANK_ROA                            총자산이익률(은행)                  0.6665%
BANK_ROE                            자기자본이익률(은행)                 8.5315%
BANK_NET_INTEREST_ASSET_RATIO       순이자손익/평균자산                  1.5329%
BANK_NET_FEE_ASSET_RATIO            순수수료손익/평균자산                 0.3829%
BANK_LOAN_ASSET_RATIO               대출채권(등) 비중                  59.1305%
BANK_DEPOSIT_LIABILITY_RATIO        예수부채 비중                     61.6901%
BANK_BORROWING_LIABILITY_RATIO      차입부채 비중                     7.6339%
BANK_CREDIT_COST_RATIO              신용손실비용/평균대출채권(등)            0.4383%

[4. 결과 요약]
------------------------------------------------------------
계산 대상 비율: 8
계산 성공: 8
계산 불가: 0
모든 은행 재무비율이 계산되었습니다.

==============================================================================================================
[은행 재무비율 Smoke Test]
==============================================================================================================
기업명: 하나금융지주
고유번호: 00547583
사업연도: 2025
보고서 코드: 11011
재무제표 구분: CFS

[1. 원본 재무제표 조회]
------------------------------------------------------------
조회 행 수: 272

[2. 은행 주요 계정 selector]
--------------------------------------------------------------------------------------------------------------
KEY                             재무제표      선택 계정명                          당기                전기                
--------------------------------------------------------------------------------------------------------------
total_assets                    BS        자산총계                            674,590,676,000,000637,847,513,000,000
total_liabilities               BS        부채총계                            628,945,122,000,000594,270,586,000,000
total_equity                    BS        자본총계                            45,645,554,000,00043,576,927,000,000
cash_and_deposits               BS        현금 및 예치금                        43,339,918,000,00040,404,953,000,000
loans                           BS        상각후원가측정 대출채권                    434,222,513,000,000403,384,381,000,000
fvpl_assets                     BS        당기손익-공정가치측정 금융자산                73,098,647,000,00072,637,666,000,000
fvoci_assets                    BS        기타포괄손익-공정가치측정 금융자산              50,543,915,000,00046,108,524,000,000
amortized_cost_securities       BS        상각후원가측정 유가증권                    30,855,819,000,00034,077,051,000,000
derivative_assets               BS        위험회피회계파생상품자산                    109,277,000,000   163,267,000,000   
deposits                        BS        예수부채                            409,385,271,000,000390,208,735,000,000
borrowings                      BS        차입부채                            50,456,150,000,00046,143,154,000,000
bonds                           BS        사채                              72,812,888,000,00064,879,611,000,000
fvpl_liabilities                BS        당기손익-공정가치측정 금융부채                32,628,528,000,00034,647,766,000,000
derivative_liabilities          BS        위험회피회계파생상품부채                    488,894,000,000   394,086,000,000   
net_interest_income             CIS       순이자이익                           9,163,436,000,000 8,761,000,000,000 
net_fee_income                  CIS       순수수료이익                          2,718,982,000,000 2,469,854,000,000 
credit_loss                     CIS       신용손실충당금 전입액                     1,291,797,000,000 1,236,505,000,000 
net_income                      CIS       연결당기순이익                         4,036,638,000,000 3,768,529,000,000 
operating_profit                CIS       영업이익                            5,350,898,000,000 4,855,182,000,000 

[3. 은행 재무비율 계산]
--------------------------------------------------------------------------------
BANK_ROA                            총자산이익률(은행)                  0.6151%
BANK_ROE                            자기자본이익률(은행)                 9.0485%
BANK_NET_INTEREST_ASSET_RATIO       순이자손익/평균자산                  1.3964%
BANK_NET_FEE_ASSET_RATIO            순수수료손익/평균자산                 0.4143%
BANK_LOAN_ASSET_RATIO               대출채권(등) 비중                  64.3683%
BANK_DEPOSIT_LIABILITY_RATIO        예수부채 비중                     65.0908%
BANK_BORROWING_LIABILITY_RATIO      차입부채 비중                     8.0223%
BANK_CREDIT_COST_RATIO              신용손실비용/평균대출채권(등)            0.3084%

[4. 결과 요약]
------------------------------------------------------------
계산 대상 비율: 8
계산 성공: 8
계산 불가: 0
모든 은행 재무비율이 계산되었습니다.

==============================================================================================================
[은행 재무비율 Smoke Test]
==============================================================================================================
기업명: 우리금융지주
고유번호: 01350869
사업연도: 2025
보고서 코드: 11011
재무제표 구분: CFS

[1. 원본 재무제표 조회]
------------------------------------------------------------
조회 행 수: 376

[2. 은행 주요 계정 selector]
--------------------------------------------------------------------------------------------------------------
KEY                             재무제표      선택 계정명                          당기                전기                
--------------------------------------------------------------------------------------------------------------
total_assets                    BS        자산총계                            601,457,286,000,000525,753,320,000,000
total_liabilities               BS        부채총계                            563,598,038,000,000489,858,051,000,000
total_equity                    BS        자본총계                            37,859,248,000,00035,895,269,000,000
cash_and_deposits               BS        현금및현금성자산                        38,499,679,000,00027,281,123,000,000
loans                           BS        상각후원가측정대출채권및기타금융자산              412,495,783,000,000398,471,816,000,000
fvpl_assets                     BS        당기손익-공정가치측정금융자산                 34,245,475,000,00025,202,672,000,000
fvoci_assets                    BS        기타포괄손익-공정가치측정금융자산               83,499,522,000,00043,797,745,000,000
amortized_cost_securities       BS        상각후원가측정유가증권                     18,707,459,000,00019,203,177,000,000
derivative_assets               BS        파생상품자산(위험회피목적)                  217,180,000,000   175,191,000,000   
deposits                        BS        예수부채                            376,580,845,000,000366,821,156,000,000
borrowings                      BS        차입부채                            34,183,267,000,00030,117,031,000,000
bonds                           BS        발행사채                            55,583,392,000,00048,207,103,000,000
fvpl_liabilities                BS        당기손익-공정가치측정금융부채                 6,356,934,000,000 9,896,597,000,000 
derivative_liabilities          BS        파생상품부채(위험회피목적)                  615,361,000,000   102,815,000,000   
net_interest_income             CIS       순이자이익                           9,030,769,000,000 8,886,336,000,000 
net_fee_income                  CIS       순수수료손익                          2,160,404,000,000 2,086,170,000,000 
credit_loss                     CIS       신용손실에대한손상차손                     2,102,814,000,000 1,716,295,000,000 
net_income                      CIS       당기순이익                           3,227,508,000,000 3,171,469,000,000 
operating_profit                CIS       영업이익                            3,674,808,000,000 4,255,190,000,000 

[3. 은행 재무비율 계산]
--------------------------------------------------------------------------------
BANK_ROA                            총자산이익률(은행)                  0.5727%
BANK_ROE                            자기자본이익률(은행)                 8.7520%
BANK_NET_INTEREST_ASSET_RATIO       순이자손익/평균자산                  1.6023%
BANK_NET_FEE_ASSET_RATIO            순수수료손익/평균자산                 0.3833%
BANK_LOAN_ASSET_RATIO               대출채권(등) 비중                  68.5827%
BANK_DEPOSIT_LIABILITY_RATIO        예수부채 비중                     66.8173%
BANK_BORROWING_LIABILITY_RATIO      차입부채 비중                     6.0652%
BANK_CREDIT_COST_RATIO              신용손실비용/평균대출채권(등)            0.5186%

[4. 결과 요약]
------------------------------------------------------------
계산 대상 비율: 8
계산 성공: 8
계산 불가: 0
모든 은행 재무비율이 계산되었습니다.

==============================================================================================================
[은행 재무비율 Smoke Test]
==============================================================================================================
기업명: 농협금융지주
고유번호: 00908021
사업연도: 2025
보고서 코드: 11011
재무제표 구분: CFS

[1. 원본 재무제표 조회]
------------------------------------------------------------
조회 행 수: 384

[2. 은행 주요 계정 selector]
--------------------------------------------------------------------------------------------------------------
KEY                             재무제표      선택 계정명                          당기                전기                
--------------------------------------------------------------------------------------------------------------
total_assets                    BS        자산총계                            602,753,447,000,000555,316,342,000,000
total_liabilities               BS        부채총계                            562,847,838,000,000518,445,583,000,000
total_equity                    BS        자본총계                            39,905,609,000,00036,870,759,000,000
cash_and_deposits               BS        현금및예치금                          27,815,674,000,00033,689,126,000,000
loans                           BS        상각후원가 측정 대출채권 및 기타금융자산          394,589,210,000,000353,537,772,000,000
fvpl_assets                     BS        당기손익-공정가치 측정 금융자산               60,246,770,000,00055,187,456,000,000
fvoci_assets                    BS        기타포괄손익-공정가치 측정 금융자산             81,292,977,000,00071,839,596,000,000
amortized_cost_securities       BS        상각후원가 측정 유가증권                   26,509,913,000,00028,497,922,000,000
derivative_assets               BS        파생상품자산                          2,179,601,000,000 3,066,654,000,000 
deposits                        BS        예수부채                            353,572,348,000,000333,578,575,000,000
borrowings                      BS        차입부채                            53,705,174,000,00040,117,587,000,000
bonds                           BS        사채                              46,151,346,000,00041,676,532,000,000
fvpl_liabilities                BS        당기손익-공정가치 측정 금융부채               3,225,481,000,000 2,763,804,000,000 
derivative_liabilities          BS        파생상품부채                          3,937,664,000,000 4,290,453,000,000 
net_interest_income             CIS       순이자손익                           8,411,164,000,000 8,497,193,000,000 
net_fee_income                  CIS       순수수료손익                          2,072,696,000,000 1,799,916,000,000 
credit_loss                     CIS       신용손실충당금전입액                      657,190,000,000   1,224,832,000,000 
net_income                      CIS       당기순이익                           3,028,546,000,000 2,828,318,000,000 
operating_profit                CIS       영업이익                            4,895,956,000,000 4,509,243,000,000 

[3. 은행 재무비율 계산]
--------------------------------------------------------------------------------
BANK_ROA                            총자산이익률(은행)                  0.5230%
BANK_ROE                            자기자본이익률(은행)                 7.8893%
BANK_NET_INTEREST_ASSET_RATIO       순이자손익/평균자산                  1.4526%
BANK_NET_FEE_ASSET_RATIO            순수수료손익/평균자산                 0.3580%
BANK_LOAN_ASSET_RATIO               대출채권(등) 비중                  65.4644%
BANK_DEPOSIT_LIABILITY_RATIO        예수부채 비중                     62.8185%
BANK_BORROWING_LIABILITY_RATIO      차입부채 비중                     9.5417%
BANK_CREDIT_COST_RATIO              신용손실비용/평균대출채권(등)            0.1757%

[4. 결과 요약]
------------------------------------------------------------
계산 대상 비율: 8
계산 성공: 8
계산 불가: 0
모든 은행 재무비율이 계산되었습니다.

[은행·금융지주 비교 Smoke Test]
==================================================================================================================================
사업연도: 2025
보고서 코드: 11011
재무제표 구분: CFS
비교 기업: KB금융, 신한지주, 하나금융지주, 우리금융지주, 농협금융지주

[1. 기업별 재무비율 비교]

[은행·금융지주 재무비율 비교]
------------------------------------------------------------------------------------------------------------------------------
기업명                ROA       ROE        순이자/자산       순수수료/자산       대출/자산       예수/부채       차입/부채       신용손실/대출
------------------------------------------------------------------------------------------------------------------------------
KB금융             0.75%     9.68%         1.68%         0.53%      61.66%      62.73%       9.60%         0.49%
신한지주             0.67%     8.53%         1.53%         0.38%      59.13%      61.69%       7.63%         0.44%
하나금융지주           0.62%     9.05%         1.40%         0.41%      64.37%      65.09%       8.02%         0.31%
우리금융지주           0.57%     8.75%         1.60%         0.38%      68.58%      66.82%       6.07%         0.52%
